state,total_votes,dem_votes,dem_pct,dem_ev,rep_votes,rep_pct,rep_ev,year
Alabama,1666272,692611,41.6,,941173,56.5,9,2000
Alaska,285560,79004,27.7,,167398,58.6,3,2000
Arizona,1532016,685341,44.7,,781652,51.0,8,2000
Arkansas,921781,422768,45.9,,472940,51.3,6,2000
California,10965856,5861203,53.4,54,4567429,41.7,,2000
Colorado,1741368,738227,42.4,,883748,50.8,8,2000
Connecticut,1459525,816015,55.9,8,561094,38.4,,2000
Delaware,327622,180068,55.0,3,137288,41.9,,2000
Dist. of Col.*,201894,171923,85.2,2*,18073,9.0,,2000
Florida,5963110,2912253,48.8,,2912790,48.8,25,2000
Georgia,2596645,1116230,43.0,,1419720,54.7,13,2000
Hawaii,367951,205286,55.8,4,137845,37.5,,2000
Idaho,501621,138637,27.6,,336937,67.2,4,2000
Illinois,4742123,2589026,54.6,22,2019421,42.6,,2000
Indiana,2199302,901980,41.0,,1245836,56.6,12,2000
Iowa,1315563,638517,48.5,7,634373,48.2,,2000
Kansas,1072218,399276,37.2,,622332,58.0,6,2000
Kentucky,1544187,638898,41.4,,872492,56.5,8,2000
Louisiana,1765656,792344,44.9,,927871,52.6,9,2000
Maine,651817,319951,49.1,4,286616,44.0,,2000
Maryland,2020480,1140782,56.5,10,813797,40.3,,2000
Massachusetts,2702984,1616487,59.8,12,878502,32.5,,2000
Michigan,4232711,2170418,51.3,18,1953139,46.1,,2000
Minnesota,2438685,1168266,47.9,10,1109659,45.5,,2000
Mississippi,994184,404614,40.7,,572844,57.6,7,2000
Missouri,2359892,1111138,47.1,,1189924,50.4,11,2000
Montana,410997,137126,33.4,,240178,58.4,3,2000
Nebraska,697019,231780,33.3,,433862,62.2,5,2000
Nevada,608970,279978,46.0,,301575,49.5,4,2000
New Hampshire,569081,266348,46.8,,273559,48.1,4,2000
New Jersey,3187226,1788850,56.1,15,1284173,40.3,,2000
New Mexico,598605,286783,47.9,5,286417,47.8,,2000
New York,6821999,4107697,60.2,33,2403374,35.2,,2000
North Carolina,2911262,1257692,43.2,,1631163,56.0,14,2000
North Dakota,288256,95284,33.1,,174852,60.7,3,2000
Ohio,4701998,2183628,46.4,,2350363,50.0,21,2000
Oklahoma,1234229,474276,38.4,,744337,60.3,8,2000
Oregon,1533968,720342,47.0,7,713577,46.5,,2000
Pennsylvania,4913119,2485967,50.6,23,2281127,46.4,,2000
Rhode Island,409047,249508,61.0,4,130555,31.9,,2000
South Carolina,1382717,565561,40.9,,785937,56.8,8,2000
South Dakota,316269,118804,37.6,,190700,60.3,3,2000
Tennessee,2076181,981720,47.3,,1061949,51.1,11,2000
Texas,6407637,2433746,38.0,,3799639,59.3,32,2000
Utah,770754,203053,26.3,,515096,66.8,5,2000
Vermont,294308,149022,50.6,3,119775,40.7,,2000
Virginia,2739447,1217290,44.4,,1437490,52.5,13,2000
Washington,2487433,1247652,50.2,11,1108864,44.6,,2000
West Virginia,648124,295497,45.6,,336475,51.9,5,2000
Wisconsin,2598607,1242987,47.8,11,1237279,47.6,,2000
Wyoming,218351,60481,27.7,,147947,67.8,3,2000
